Qty,Source,Identifier,Title,"Source URL","Product Image",Price,"Discounts and Taxes","Prep And Ship","Adjusted Price","In Stock","Amazon Title","Amazon URL","K URL","Camel Camel Camel URL","Amazon Seller Central URL","Amazon Image","Match Quality","Amazon Category",Brand,Variations,ASIN,"Parent ASIN","Amazon UPC/EAN","UPC / EAN","Buy Box","Amazon Sells and In Stock","Amazon Buy Box Price","Average Price (30 days)","Average Price (90 days)","Amazon Return After Fees","GST/VAT to Remit","Gross Profit","Gross ROI","New Sellers","Competitive FBA Sellers","Potential Monthly Profit","Weight (lbs)","Product Size","Sales Rank","Average Rank (30 Days)","Average Rank (90 Days)","Estimated Monthly Sales",Reviews,Rating,"Last Update",Note,"Amazon In Stock (30 days)","Amazon In Stock (90 Days)",Length,Width,Height,WeightUnits,SizeUnits
1,homedepot.com,,"NINJA Express Chop Elite",https://www.homedepot.com/p/NINJA-Express-Chop-Elite-NJ110GR/206161885,https://images.thdstatic.com/productImages/0c2e29e0-46d8-4a04-8e9f-b6c2338b0ea0/svn/ninja-food-choppers-nj110gr-64_600.jpg,$19.95,-1.98,$0.00,$17.94,No,"Ninja Food Chopper Express Chop with 200-Watt, 16-Ounce Bowl for Mincing, Chopping, Grinding, Blending and Meal Prep (NJ110GR)",https://amazon.com/dp/B00HL3TBDQ/,,,,https://m.media-amazon.com/images/I/413qSxpH8LL.jpg,100,"Kitchen & Dining",Ninja,1,B00HL3TBDQ,B0847HZ6FK,622356535588,622356535588,MF,"out of stock",$37.13,$44.18,$45.02,$25.61,0,$7.67,"43 %",46,0,,2.34,"Large Standard-Size",4938,5718,9026,37,13264,4.7,2022-03-25T13:14:13.000000Z,,0,0,1071,587,579,hundredths-pounds,hundredths-inches
1,kohls.com,,"Ninja Express Chop",https://www.kohls.com/product/prd-4638782/ninja-express-chop.jsp,https://media.kohlsimg.com/is/image/kohls/4638782,$15.99,-2.13,$0.00,$13.80,No,"Ninja Food Chopper Express Chop with 200-Watt, 16-Ounce Bowl for Mincing, Chopping, Grinding, Blending and Meal Prep (NJ110GR)",https://amazon.com/dp/B00HL3TBDQ/,,,,https://m.media-amazon.com/images/I/413qSxpH8LL.jpg,52,"Kitchen & Dining",Ninja,1,B00HL3TBDQ,B0847HZ6FK,622356535588,622356535588,MF,"out of stock",$37.13,$44.18,$45.02,$25.61,0,$11.81,"86 %",46,0,,2.34,"Large Standard-Size",4938,5718,9026,37,13264,4.7,2022-03-25T13:14:20.000000Z,,0,0,1071,587,579,hundredths-pounds,hundredths-inches
1,buydig.com,,"Ninja Express Chop - NJ110GR",https://www.buydig.com/shop/product/EUPNJ110GR/Ninja-Express-Chop-NJ110GR,https://static.buydig.com/Assets/Product/imagesnw400/3C04C0ECD923421DB93AA526CC3BEB3A.jpg,$13.00,-0.26,$0.00,$12.74,No,"Ninja Food Chopper Express Chop with 200-Watt, 16-Ounce Bowl for Mincing, Chopping, Grinding, Blending and Meal Prep (NJ110GR)",https://amazon.com/dp/B00HL3TBDQ/,,,,https://m.media-amazon.com/images/I/413qSxpH8LL.jpg,52,"Kitchen & Dining",Ninja,1,B00HL3TBDQ,B0847HZ6FK,622356535588,622356535588,FBA,"out of stock",$38.26,$44.18,$45.02,$26.57,0,$13.83,"109 %",46,1,,2.34,"Large Standard-Size",4938,5718,9026,37,13264,4.7,2022-03-25T13:43:53.000000Z,,0,0,1071,587,579,hundredths-pounds,hundredths-inches
1,homedepot.com,,"NINJA Express Chop Elite",https://www.homedepot.com/p/NINJA-Express-Chop-Elite-NJ110GR/206161885,https://images.thdstatic.com/productImages/0c2e29e0-46d8-4a04-8e9f-b6c2338b0ea0/svn/ninja-food-choppers-nj110gr-64_600.jpg,$19.95,-1.98,$0.00,$17.94,No,"Ninja Food Chopper Express Chop with 200-Watt, 16-Ounce Bowl for Mincing, Chopping, Grinding, Blending and Meal Prep (NJ110GR)",https://amazon.com/dp/B00HL3TBDQ/,,,,https://m.media-amazon.com/images/I/413qSxpH8LL.jpg,100,"Kitchen & Dining",Ninja,1,B00HL3TBDQ,B0847HZ6FK,622356535588,622356535588,MF,"out of stock",$37.13,$44.18,$45.02,$25.61,0,$7.67,"43 %",46,0,,2.34,"Large Standard-Size",4938,5718,9026,36,13264,4.7,2022-03-25T13:14:13.000000Z,,0,0,1071,587,579,hundredths-pounds,hundredths-inches
1,kohls.com,,"Ninja Express Chop",https://www.kohls.com/product/prd-4638782/ninja-express-chop.jsp,https://media.kohlsimg.com/is/image/kohls/4638782,$15.99,-2.13,$0.00,$13.80,No,"Ninja Food Chopper Express Chop with 200-Watt, 16-Ounce Bowl for Mincing, Chopping, Grinding, Blending and Meal Prep (NJ110GR)",https://amazon.com/dp/B00HL3TBDQ/,,,,https://m.media-amazon.com/images/I/413qSxpH8LL.jpg,52,"Kitchen & Dining",Ninja,1,B00HL3TBDQ,B0847HZ6FK,622356535588,622356535588,MF,"out of stock",$37.13,$44.18,$45.02,$25.61,0,$11.81,"86 %",46,0,,2.34,"Large Standard-Size",4938,5718,9026,36,13264,4.7,2022-03-25T13:14:20.000000Z,,0,0,1071,587,579,hundredths-pounds,hundredths-inches
1,buydig.com,,"Ninja Express Chop - NJ110GR",https://www.buydig.com/shop/product/EUPNJ110GR/Ninja-Express-Chop-NJ110GR,https://static.buydig.com/Assets/Product/imagesnw400/3C04C0ECD923421DB93AA526CC3BEB3A.jpg,$13.00,-0.26,$0.00,$12.74,No,"Ninja Food Chopper Express Chop with 200-Watt, 16-Ounce Bowl for Mincing, Chopping, Grinding, Blending and Meal Prep (NJ110GR)",https://amazon.com/dp/B00HL3TBDQ/,,,,https://m.media-amazon.com/images/I/413qSxpH8LL.jpg,52,"Kitchen & Dining",Ninja,1,B00HL3TBDQ,B0847HZ6FK,622356535588,622356535588,FBA,"out of stock",$38.26,$44.18,$45.02,$26.57,0,$13.83,"109 %",46,1,,2.34,"Large Standard-Size",4938,5718,9026,36,13264,4.7,2022-03-25T13:43:53.000000Z,,0,0,1071,587,579,hundredths-pounds,hundredths-inches
1,vitacost.com,,"Metamucil Original Smooth Sugar Free Unflavored -- 23.3 Package",https://www.vitacost.com/metamucil-original-smooth-sugar-free,https://www.vitacost.com/Images/Products/500/Metamucil/Metamucil-Original-Smooth-Sugar-Free-Unflavored-037000741176.jpg,$21.99,-2.20,$0.00,$19.79,Yes,"Metamucil Smooth Texture Sugar-Free Unflavored 114 Each",https://amazon.com/dp/B001H9X8IY/,,,,https://m.media-amazon.com/images/I/51bMpQCL26L.jpg,100,"Health & Household",Metamucil,1,B001H9X8IY,,037000741176,037000741176,FBA,"out of stock",$34.43,$38.06,$40.69,$24.08,0,$4.29,"22 %",53,3,,1.76,"Large Standard-Size",30083,19816,19922,33,562,4.4,2022-03-25T18:54:32.000000Z,,0,0,815,433,358,hundredths-pounds,hundredths-inches
1,walgreens.com,,"Metamucil Multi-Health Psyllium Fiber Supplement Sugar-Free Powder Original Smooth",https://www.walgreens.com/store/c/metamucil-multi-health-psyllium-fiber-supplement-sugar-free-powder-original-smooth/ID=prod2474076-product,http://pics.drugstore.com/prodimg/15219/155.jpg,$21.99,-3.39,$0.00,$18.47,No,"Metamucil Smooth Texture Sugar-Free Unflavored 114 Each",https://amazon.com/dp/B001H9X8IY/,,,,https://m.media-amazon.com/images/I/51bMpQCL26L.jpg,100,"Health & Household",Metamucil,1,B001H9X8IY,,037000741176,037000741176,FBA,"out of stock",$34.43,$38.06,$40.69,$24.08,0,$5.61,"30 %",53,3,,1.76,"Large Standard-Size",30083,19816,19922,33,562,4.4,2022-03-25T18:55:29.000000Z,,0,0,815,433,358,hundredths-pounds,hundredths-inches
1,target.com,,"CeraVe Foaming Face Wash, Facial Cleanser for Normal to Oily Skin with Essential Ceramides",https://www.target.com/p/cerave-foaming-face-wash-facial-cleanser-for-normal-to-oily-skin-with-essential-ceramides/-/A-81616315?preselect=51148110#lnk=sametab,https://target.scene7.com/is/image/Target/GUEST_c137f481-d1e8-4c25-bf8c-ff48760630be,$4.99,-0.57,$0.00,$4.42,Yes,"CeraVe Foaming Facial Cleanser, Makeup Remover and Daily Face Wash for Oily Skin, Paraben & Fragrance Free, 16 Fl Oz",https://amazon.com/dp/B01N1LL62W/,,,,https://m.media-amazon.com/images/I/31j+VyDf+zL.jpg,100,"Beauty & Personal Care",Cerave,2,B01N1LL62W,B07VPFCKCB,3606000537705,3606000537705,AMZ,yes,$15.99,$14.27,$14.65,$8.43,0,$4.01,"91 %",20,1,,1.21,"Large Standard-Size",50,47,59,35,41596,4.7,2022-03-25T17:29:39.000000Z,,100,100,736,346,181,hundredths-pounds,hundredths-inches
1,meijer.com,,"Dr Teal's Sleep Spray With Melatonin, 6 oz",https://www.meijer.com/shopping/product/dr-teals-sleep-spray-with-melatonin-6-oz/81106801992.html,https://www.meijer.com/content/dam/meijer/product/0081/10/6801/99/0081106801992_0_A1C1_0200.png,$4.79,-0.07,$0.00,$4.72,Yes,"Dr Teal's Sleep Spray by Dr Teal's Sleep Spray with Melatonin & Essenstial Oils to promote a better night sleep 6 oz for Gifting",https://amazon.com/dp/B087BJQCTB/,,,,https://m.media-amazon.com/images/I/31uMECf1vtL.jpg,100,"Health & Household","Dr Teal's",1,B087BJQCTB,,811068019923,811068019923,FBA,"out of stock",$15.49,$14.68,$16.51,$9.39,0,$4.67,"99 %",246,14,,0.47,"Large Standard-Size",3139,2797,2763,48,679,4.4,2022-03-25T19:11:00.000000Z,,0,0,630,213,197,hundredths-pounds,hundredths-inches
1,target.com,,"Thermos Spider-Man 12oz FUNtainer Water Bottle with Bail Handle - Red",https://www.target.com/p/thermos-spider-man-12oz-funtainer-water-bottle-with-bail-handle-red/-/A-78783941,https://target.scene7.com/is/image/Target/GUEST_4b7dd874-0af8-4f48-a5cf-fb145cd651fe,$7.49,-0.85,$0.00,$6.63,Yes,"THERMOS FUNTAINER 12 Ounce Stainless Steel Vacuum Insulated Kids Straw Bottle, Spider-Man",https://amazon.com/dp/B08Z7BBJTT/,,,,https://m.media-amazon.com/images/I/41HnPgspjaL.jpg,100,"Kitchen & Dining",Thermos,44,B08Z7BBJTT,B096GBNHT2,041205750536,041205750536,,,$16.99,,,$10.60,0,$3.97,"60 %",16,1,,0.51,"Large Standard-Size",7,0,0,3193,33255,4.8,2022-03-25T19:14:27.000000Z,,0,0,941,437,382,hundredths-pounds,hundredths-inches
1,dollargeneral.com,,"Rexall Composure Bladder Control Pads, Moderate Absorbency, Long, 16 ct",https://www.dollargeneral.com/products/product-page.rexall-composure-bladder-control-pads-moderate-absorbency-long-16-ct.html,https://www.dollargeneral.com/commerce/media/catalog/product/cache/0231fa359cffc72ddbbccc4eb84f7cfe/2/7/27524302_01.jpg,$3.75,-0.26,$0.00,$3.48,No,"Depend FIT-FLEX Incontinence Underwear for Men, Maximum Absorbency, Disposable, Large, Grey, 17 Count",https://amazon.com/dp/B0792HGQLX/,,,,https://m.media-amazon.com/images/I/5104OZdvhbL.jpg,100,"Amazon Launchpad",Depend,1,B0792HGQLX,,036000479263,036000479263,AMZ,yes,$13.72,$17.44,$15.87,$5.03,0,$1.55,"45 %",22,1,,1.55,"Large Standard-Size",11683,23808,22202,0,1348,4.6,2022-03-25T18:12:49.000000Z,,62,57,1000,870,540,hundredths-pounds,hundredths-inches
1,homedepot.com,,"NINJA Express Chop Elite",https://www.homedepot.com/p/NINJA-Express-Chop-Elite-NJ110GR/206161885,https://images.thdstatic.com/productImages/0c2e29e0-46d8-4a04-8e9f-b6c2338b0ea0/svn/ninja-food-choppers-nj110gr-64_600.jpg,$19.95,-1.98,$0.00,$17.94,No,"Ninja Food Chopper Express Chop with 200-Watt, 16-Ounce Bowl for Mincing, Chopping, Grinding, Blending and Meal Prep (NJ110GR)",https://amazon.com/dp/B00HL3TBDQ/,,,,https://m.media-amazon.com/images/I/413qSxpH8LL.jpg,100,"Kitchen & Dining",Ninja,1,B00HL3TBDQ,B0847HZ6FK,622356535588,622356535588,FBA,"out of stock",$42.99,$44.18,$45.02,$30.59,0,$12.65,"71 %",46,16,,2.34,"Large Standard-Size",4610,5718,9026,36,13264,4.7,2022-03-25T19:11:18.000000Z,,0,0,1071,587,579,hundredths-pounds,hundredths-inches
1,kohls.com,,"Ninja Express Chop",https://www.kohls.com/product/prd-4638782/ninja-express-chop.jsp,https://media.kohlsimg.com/is/image/kohls/4638782,$15.99,-2.13,$0.00,$13.80,No,"Ninja Food Chopper Express Chop with 200-Watt, 16-Ounce Bowl for Mincing, Chopping, Grinding, Blending and Meal Prep (NJ110GR)",https://amazon.com/dp/B00HL3TBDQ/,,,,https://m.media-amazon.com/images/I/413qSxpH8LL.jpg,52,"Kitchen & Dining",Ninja,1,B00HL3TBDQ,B0847HZ6FK,622356535588,622356535588,FBA,"out of stock",$42.99,$44.18,$45.02,$30.59,0,$16.79,"122 %",46,16,,2.34,"Large Standard-Size",4610,5718,9026,36,13264,4.7,2022-03-25T19:11:31.000000Z,,0,0,1071,587,579,hundredths-pounds,hundredths-inches
1,buydig.com,,"Ninja Express Chop - NJ110GR",https://www.buydig.com/shop/product/EUPNJ110GR/Ninja-Express-Chop-NJ110GR,https://static.buydig.com/Assets/Product/imagesnw400/3C04C0ECD923421DB93AA526CC3BEB3A.jpg,$13.00,-0.26,$0.00,$12.74,No,"Ninja Food Chopper Express Chop with 200-Watt, 16-Ounce Bowl for Mincing, Chopping, Grinding, Blending and Meal Prep (NJ110GR)",https://amazon.com/dp/B00HL3TBDQ/,,,,https://m.media-amazon.com/images/I/413qSxpH8LL.jpg,52,"Kitchen & Dining",Ninja,1,B00HL3TBDQ,B0847HZ6FK,622356535588,622356535588,FBA,"out of stock",$38.26,$44.18,$45.02,$26.57,0,$13.83,"109 %",46,1,,2.34,"Large Standard-Size",4938,5718,9026,36,13264,4.7,2022-03-25T13:43:53.000000Z,,0,0,1071,587,579,hundredths-pounds,hundredths-inches
1,target.com,,"Madden NFL 22 - PlayStation 4",https://www.target.com/p/madden-nfl-22-playstation-4/-/A-83744901,https://target.scene7.com/is/image/Target/GUEST_3b4dbdae-4902-4725-acea-3a037f871d0a,$19.99,-2.28,$0.00,$17.69,Yes,"Madden NFL 22 - PlayStation 4",https://amazon.com/dp/B096NB1JS9/,,,,https://m.media-amazon.com/images/I/51pbZ+OFuCS.jpg,100,"Video Games","Electronic Arts",15,B096NB1JS9,B097FTX2VB,014633741926,014633741926,MF,"out of stock",$34.48,,,$24.59,0,$6.90,"39 %",109,8,,0.18,"Small Standard-Size",842,0,0,43,668,4.8,2022-03-25T14:05:27.000000Z,,18,31,665,535,32,hundredths-pounds,hundredths-inches
1,kohls.com,,"CultureTags Card Game by Culture Brands",https://www.kohls.com/product/prd-4841423/culture-tags-card-game.jsp,https://media.kohlsimg.com/is/image/kohls/4841423,$11.25,-1.50,$0.00,$9.71,No,"CultureTags - A Game for People Who Love Hashtags + The Culture | Party Game Set for Family Fun or Virtual Play | Age 13 Years and Up",https://amazon.com/dp/B08B8VZZRG/,,,,https://m.media-amazon.com/images/I/41Zct9EGI0S.jpg,100,"Toys & Games",#culturetags,2,B08B8VZZRG,,860003429006,860003429006,FBA,"out of stock",$24.97,$24.08,$24.52,$15.38,0,$5.67,"58 %",26,2,,2.6,"Large Standard-Size",7878,7215,4405,42,2600,4.8,2022-03-25T19:01:55.000000Z,,0,0,622,606,323,hundredths-pounds,hundredths-inches
1,target.com,,"DYMO LetraTag 100H Handheld Label Maker",https://www.target.com/p/dymo-letratag-100h-handheld-label-maker/-/A-14430295,https://target.scene7.com/is/image/Target/GUEST_85c1f3b4-ad6a-4613-b436-ed7a5c7164bc,$17.89,-2.04,$0.00,$15.83,Yes,"DYMO Label Maker with 3 Bonus Labeling Tapes, LetraTag 100H Handheld Label Maker & LT Label Tapes, Easy-to-Use, Great for Home & Office Organization",https://amazon.com/dp/B002Q9MCG8/,,,,https://m.media-amazon.com/images/I/41ZQZ6ghbmS.jpg,92,"Office Products",Dymo,3,B002Q9MCG8,B09MM4QV17,071701056054,071701056054,MF,"out of stock",$29.68,$25.18,$26.68,$20.03,0,$4.20,"27 %",22,0,,1.01,"Large Standard-Size",495,1668,665,41,45294,4.7,2022-03-25T18:55:23.000000Z,,41,23,1024,453,303,hundredths-pounds,hundredths-inches
1,walmart.com,,"LEGO Speed Champions 1974 Porsche 911 Turbo 3.0 75895",http://www.walmart.com/ip/LEGO-Speed-Champions-1974-Porsche-911-Turbo-3-0-75895/955513992,https://i5.walmartimages.com/asr/23b991d1-6a8e-4d25-9cd9-a67558990144_3.82cd7f129dfac97e47c8379bc3a37dd2.jpeg?odnHeight=612&odnWidth=612&odnBg=ffffff,$11.99,-1.19,$0.00,$10.77,Yes,"LEGO Speed Champions 1974 Porsche 911 Turbo 3.0 75895 Building Kit (180 Pieces)",https://amazon.com/dp/B07PX3WGP1/,,,,https://m.media-amazon.com/images/I/51FnadTjzQL.jpg,100,"Toys & Games",Lego,1,B07PX3WGP1,,0673419315371,0673419315371,MF,"out of stock",$29.95,$23.14,$23.92,$21.65,0,$10.88,"101 %",57,0,,0,,12045,12867,11606,950,10833,4.8,2022-03-25T13:26:16.000000Z,,0,0,0,0,0,hundredths-pounds,hundredths-inches
1,kohls.com,,"LEGO Speed Champions 1974 Porsche 911 Turbo 3.0",https://www.kohls.com/product/prd-3712484/lego-speed-champions-1974-porsche-911-turbo-30.jsp,https://media.kohlsimg.com/is/image/kohls/3712484?,$9.74,-1.30,$0.00,$8.41,No,"LEGO Speed Champions 1974 Porsche 911 Turbo 3.0 75895 Building Kit (179 Pieces)",https://amazon.com/dp/B07PX3WGP1/,,,,https://m.media-amazon.com/images/I/51FnadTjzQL.jpg,100,"Toys & Games",Lego,1,B07PX3WGP1,,0673419315371,673419315371,MF,"out of stock",$29.95,$34.39,$32.72,$21.65,0,$13.24,"157 %",58,0,,0.44,"Large Standard-Size",12045,6470,4412,950,11852,4.8,2022-03-25T14:26:08.000000Z,,1,3,756,547,244,hundredths-pounds,hundredths-inches
1,bestbuy.com,,"LEGO - Speed Champions 1974 Porsche 911 Turbo 3.0 75895",https://www.bestbuy.com/site/lego-speed-champions-1974-porsche-911-turbo-3-0-75895/6352650.p?skuId=6352650,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6352/6352650_sd.jpg,$14.99,-2.03,$0.00,$12.89,No,"LEGO Speed Champions 1974 Porsche 911 Turbo 3.0 75895 Building Kit (180 Pieces)",https://amazon.com/dp/B07PX3WGP1/,,,,https://m.media-amazon.com/images/I/51FnadTjzQL.jpg,100,"Toys & Games",Lego,1,B07PX3WGP1,,0673419315371,0673419315371,MF,"out of stock",$29.95,$34.47,$32.91,$21.65,0,$8.76,"68 %",58,0,,0.44,"Large Standard-Size",14064,6855,4689,950,11852,4.8,2022-03-25T19:06:28.000000Z,,1,3,756,547,244,hundredths-pounds,hundredths-inches
1,target.com,,"Tree Hut Island Bliss Shea Sugar Body Scrub - 18oz",https://www.target.com/p/tree-hut-island-bliss-shea-sugar-body-scrub-18oz/-/A-81640043,https://target.scene7.com/is/image/Target/GUEST_b6f1ce11-b927-4cad-9203-8023e851bde9,$8.99,-1.02,$0.00,$7.96,No,"Tree Hut Island Bliss Shea Sugar Scrub, 18 oz, Ultra Hydrating and Exfoliating Scrub for Nourishing Essential Body Care",https://amazon.com/dp/B07PHQ9KS2/,,,,https://m.media-amazon.com/images/I/51+fznYCfjL.jpg,92,"Beauty & Personal Care","Tree Hut",1,B07PHQ9KS2,,075371003394,075371003394,FBA,"out of stock",$23.99,$23.18,$24.27,$15.23,0,$7.27,"91 %",12,1,,1.3,"Large Standard-Size",27568,28759,25330,39,2780,4.7,2022-03-25T09:26:41.000000Z,,0,0,421,370,295,hundredths-pounds,hundredths-inches
1,toywiz.com,,"Bakugan, Dragonoid Infinity Transforming Figure with Exclusive Fused Bakugan Ultra and 10 Baku-Gear Accessories",https://toywiz.com/roblox-endermoor-skeleton-action-figure/,https://cdn11.bigcommerce.com/s-0kvv9/images/stencil/550x550/products/309145/441085/apiygbzt1__85264.1579541893.jpg?c=2,$16.99,,$0.00,,Yes,"Bakugan, Dragonoid Infinity Transforming Figure with Exclusive Fused Ultra and 10 Baku-Gear Accessories",https://amazon.com/dp/B081VWBBBR/,,,,,100,"Toys & Games",Bakugan,2,B081VWBBBR,B09QMNNKRL,778988309865,778988309865,AMZ,yes,$39.99,$39.99,$39.94,$26.63,0,$9.64,"57 %",25,2,,1.9,"Large Standard-Size",5691,3790,3670,41,4110,4.7,2022-03-25T19:19:24.000000Z,,100,100,1200,1200,525,hundredths-pounds,hundredths-inches
1,walmart.com,,"LEGO Speed Champions 1985 Audi Sport quattro S1 76897 Toy Car Building Kit (250 Pieces)",https://www.walmart.com/ip/LEGO-Speed-Champions-1985-Audi-Sport-quattro-S1-76897-Toy-Car-Building-Kit-250-Pieces/632124755,https://i5.walmartimages.com/asr/6c1175c9-1909-49c5-b3b4-6d8010a531af.465bc342082ade5deddc8f7cbec1a6a3.jpeg?odnHeight=360&odnWidth=360&odnBg=ffffff,$16.00,-1.59,$0.00,$14.37,Yes,"LEGO Speed Champions 1985 Audi Sport Quattro S1 76897 Toy Cars for Kids Building Kit Featuring Driver Minifigure (250 Pieces)",https://amazon.com/dp/B07WMJL9W5/,,,,https://m.media-amazon.com/images/I/51KCE8cQNFL.jpg,75,"Toys & Games",Lego,1,B07WMJL9W5,,0673419319102,0673419319102,FBA,"out of stock",$27.99,$28.69,$26.75,$17.92,0,$3.55,"25 %",84,9,,0.84,"Large Standard-Size",15753,13664,11011,44,2982,4.8,2022-03-25T18:42:14.000000Z,,1,8,1398,756,358,hundredths-pounds,hundredths-inches
1,kohls.com,,"LEGO Friends Panda Jungle Tree House 41422 Building Kit (265 Pieces)",http://www.kohls.com/product/prd-4401260/lego-friends-panda-jungle-tree-house-41422-building-kit-265-pieces.jsp,https://media.kohlsimg.com/is/image/kohls/4401260,$29.99,-4.00,$0.00,$25.88,No,"LEGO Friends Panda Jungle Tree House 41422 Building Toy; Includes 3 Panda Minifigures for KidsWho Love Wildlife Animals Friends Mia and Olivia (265 Pieces)",https://amazon.com/dp/B08588JFZ8/,,,,https://m.media-amazon.com/images/I/51qpBquZIoL.jpg,100,"Toys & Games",Lego,1,B08588JFZ8,,673419320054,673419320054,FBA,"out of stock",$49.99,$44.12,$36.81,$37.24,0,$11.36,"44 %",28,3,,1.1,"Large Standard-Size",17215,14204,6636,38,3048,4.9,2022-03-25T01:31:42.000000Z,,22,62,1087,1020,228,hundredths-pounds,hundredths-inches
1,shopdisney.com,,"LEGO National Geographic Panda Jungle Tree House 41422",https://www.shopdisney.com/lego-national-geographic-panda-jungle-tree-house-41422-673419320054.html,https://cdn-ssl.s7.disneystore.com/is/image/DisneyShopping/6005047091622,$17.98,-1.80,$0.00,$16.18,No,"LEGO Friends Panda Jungle Tree House 41422 Building Toy; Includes 3 Panda Minifigures for KidsWho Love Wildlife Animals Friends Mia and Olivia, New 2020 (265 Pieces)",https://amazon.com/dp/B08588JFZ8/,,,,https://m.media-amazon.com/images/I/51qpBquZIoL.jpg,100,"Toys & Games",Lego,1,B08588JFZ8,,673419320054,673419320054,FBA,"out of stock",$49.99,$44.30,$36.84,$37.24,0,$21.06,"130 %",28,3,,1.1,"Large Standard-Size",16935,14414,6727,38,3048,4.9,2022-03-25T19:21:08.000000Z,,21,61,1087,1020,228,hundredths-pounds,hundredths-inches
1,ulta.com,,"Tree Hut Papaya Paradise Shea Sugar Scrub",https://www.ulta.com/p/papaya-paradise-shea-sugar-scrub-pimprod2023512,https://images.ulta.com/is/image/Ulta/2577305,$10.49,-1.77,$0.00,$8.65,Yes,"T H Papaya Paradise Shea Sugar Scrub Made With Shea Butter, Papaya Extract and Pineapple Enzymes For A Natural Glow, 18 oz.",https://amazon.com/dp/B091DFDDBC/,,,,https://m.media-amazon.com/images/I/41lwtsT4zAL.jpg,100,"Beauty & Personal Care","T H",5,B091DFDDBC,B099WWVL9R,075371002816,075371002816,FBA,"out of stock",$18.56,$15.88,$16.91,$10.61,0,$1.96,"23 %",34,8,,1.41,"Large Standard-Size",28521,41621,37845,42,242,4.7,2022-03-25T18:03:53.000000Z,,0,0,449,421,413,hundredths-pounds,hundredths-inches
2,luckyvitamin.com,,"The Honey Pot Company Herbal-Infused Menstrual Pads with Wings Super - 16 Pad(s)",https://www.luckyvitamin.com/p-2840602-the-honey-pot-company-herbal-infused-menstrual-pads-with-wings-super-16-pad-s,https://www.luckyvitamin.com/images/product/icon/181134.jpg,$12.58,-0.94,$0.00,$11.64,Yes,"Honey Pot Super with Wings Herbal-infused, 16 Pads (Pack of 2)",https://amazon.com/dp/B07RBYY3SL/,,,,,100,"Grocery & Gourmet Food","Honey Pot",4,B07RBYY3SL,B099QL7JRY,0851669008094,0851669008094,FBA,"out of stock",$26.67,$25.36,$25.98,$17.45,0,$5.81,"50 %",17,5,,0.65,"Large Standard-Size",28297,21658,23737,44,635,4.8,2022-03-25T19:23:27.000000Z,,0,0,878,626,354,hundredths-pounds,hundredths-inches
